Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-08-21;Domanska OM et al.;19.08.2026;20.08.2026;BMC Public Health;2026;Ungleiche Gesundheitskompetenz für Bewegung: Soziale Gradienten in der deutschen Erwachsenenbevölkerung;Deutsche Querschnittsstudie (n = 3.986) mittels standardisierter Telefonbefragung 2023, die physische Aktivitäts-bezogene Health Literacy (PAHCO) und ihre Assoziationen mit sozialen Ungleichheiten untersuchte.;"38,2% zeigte niedrige/eher niedrige PAHCO-Werte. Erhöhte Odds für geringe PAHCO bei ≥65 Jahren (OR 3,77; 95% KI 2,28–6,22), niedriger vs. hoher Bildung (OR 1,96; 95% KI 1,37–2,82) und niedrigstem vs. höchstem Einkommensquartil (OR 1,95; 95% KI 1,23–3,10). Befunde über alle drei Subkompetenzen konsistent.";Deutschland, RKI-Daten, nationale Representative-Stichprobe.;42618908;https://pubmed.ncbi.nlm.nih.gov/42618908/
2026-08-21;Barrington H et al.;18.08.2026;18.08.2026;BMJ Open;2026;Gute Forschungseinladungen: Konsensus-Empfehlungen für verbesserte Patientenbeteiligung an Studien;Online-Konsensusmeeting mit 13 Akteuren (Patientenpartner, Studienentwickler, Ethikkomitee-Vertreter, Experten) zur Erstellung von 22 Handlungsempfehlungen für verständliche COS-Studieneinladungen, basierend auf vorangegangener qualitativer Forschung.;Von 35 initialen Empfehlungen wurden 22 finalisiert. Fokus: Nutzertest von Einladungen, Zielgruppenreach, potenzielle Teilnehmende ansprechen, Interesse wecken, Einfachheit und Verständlichkeit, Informationsmenge und -darstellung, Zugänglichkeit. Gesamtdiskussion betont Wichtigkeit der Zugänglichkeit aller Patientenmaterialien, nicht nur Einladungen.;UK – Patient Involvement-Standards international anwendbar, Sprachspezifik zu beachten.;42613107;https://pubmed.ncbi.nlm.nih.gov/42613107/
2026-08-20;Sponsel S et al.;19.08.2026;19.08.2026;Gesundheitswesen;2026;Professionelle Gesundheitskompetenz von Hebammen: Identifizierung von Kompetenzlücken in digitalen und evidenzbasierten Fähigkeiten;Querschnittstudie zur professionellen Gesundheitskompetenz von 668 bayerischen Hebammen mit standardisierter Online-Befragung mittels PROF-HL-Q-Instrument.;"Hebammen erreichten in vier Kompetenzdomänen Mittelwerte zwischen 48,6 und 78,0 von 100 Punkten; patientenzentrierte Kommunikation zeigte höchste Werte (78,0), digitale Gesundheitskompetenz niedrigste (48,6). Deutliche Förderbedarfe in Digitalisierung, Evidenzbasierung und fortgeschrittener Kommunikation identifiziert.";Deutschland, Klinikdaten zu Hebammenprofession im DACH-System;42617637;https://pubmed.ncbi.nlm.nih.gov/42617637/
2026-08-19;Barrington H et al.;18.08.2026;18.08.2026;BMJ Open;2026;Verständlichkeit und Beteiligung von Patienten bei der Einladung zu Outcome-Set-Studien: wie können Einladungstexte verbessert werden?;Qualitative Studie mit 31 Patienten aus England zur Analyse, welche Aspekte von Studieneinladungen zu Core Outcome Sets das Verständnis und die Beteiligungsbereitschaft beeinflussen.;Patienten berichteten Verwirrung durch zu viele Informationen, Bedenken bezüglich Cyberkriminalität und mangelndes Vertrauen. Sie wünschten sich Botschaften zum praktischen Nutzen der Forschung und Verbindung zu anderen Betroffenen. Die Studie identifizierte konkrete Barrieren (Informationsüberfluss, Sicherheitsbedenken) und Lösungsansätze (klare Zweckmitteilung, Fokus auf Relevanz).;UK-Kontext, Studiendesign übertragbar auf deutschsprachige Rekrutierungsprozesse und Patientenbeteiligung in der Forschung.;42613120;https://pubmed.ncbi.nlm.nih.gov/42613120/
2026-08-19;Grady CL et al.;01.07.2026;18.08.2026;Health Promot Int;2026;Machbarkeit und Akzeptanz eines schulischen Gesundheitskompetenz-Programms für benachteiligte Jugendliche in Dublin;Feasibility-Studie zur Erprobung des Co-Design-Programms LifeLab für 356 Schüler an vier Schulen in sozioökonomisch benachteiligten Gebieten Dublins.;"Schulische Rekrutierung schwach (6 %), individuelle Teilnahme jedoch stark (91 %). Attrition 13,8 % am Ende und 16,8 % bei Follow-up. Moderate Gesundheitskompetenz und gutes Wohlbefinden zu Baseline; Anstiege bei Gesundheitskompetenz, Wohlbefinden und Lebensqualität bis Follow-up. Studie unterstützt Machbarkeit und progression zu definitivem Test.";Irland, vergleichbares Schulsystem und Gesundheitsdisparitäten wie deutschsprachiger Raum.;42612235;https://pubmed.ncbi.nlm.nih.gov/42612235/
2026-08-19;Bäärnhielm S et al.;20.07.2026;04.08.2026;Front Public Health;2026;Interkulturelle Gesundheitskommunikation in Krisenzeiten: Rolle von Zivilgesellschaft während COVID-19 in Stockholm;Qualitative Analyse von Interviews mit 15 Zivilgesellschaftsorganisationen und 21 Gesundheitsfachpersonen zur Beschreibung ihrer Erfahrungen mit interkultureller Gesundheitskommunikation während der COVID-19-Pandemie in zwei benachteiligten Stadtteilen Stockholms.;Zivilgesellschaftsorganisationen betonten, dass Kommunikation mehr als Übersetzung erfordert und Verständnis für Sprache, kulturelle Rahmen und gelebte Erfahrungen notwendig ist. Aus Sicht der Gesundheitsfachpersonen war die Zusammenarbeit mit Zivilgesellschaft notwendig und transformativ – ein Prozess des 'joining forces' mit gegenseitigem Lernen. CSOs funktionieren als gemeindebasierte Wissensmakler und stärken vertrauensvolle, interkulturelle Kommunikation.;"Schweden, europäischer Kontext mit Migrationsherausforderungen; Erkenntnisse zu Vertrauensaufbau und Kulturvermittlung relevant für Deutschland.";42548839;https://pubmed.ncbi.nlm.nih.gov/42548839/
2026-08-18;Skovgaard AL et al.;Sept. 2026;09.08.2026;Sociol Health Illn;2026;Shared Decision-Making in der Orthopädischen Schulter-Klinik: ethnografische Studie zu Entscheidungsarbeit unter Unsicherheit;"Ethnografische Feldarbeit in zwei dänischen Schulter-Kliniken untersuchte, wie SDM-Modelle mit alltäglichen Anliegen von Patienten und Klinikern unter Unsicherheit umgehen; pragmatistisches Rahmenwerk.";Entscheidungsfindung emergiert als interaktionale Arbeit in der 'subjektiven Stimmung', um Behandlungsvorschläge akzeptabel zu machen. Zweifel und Hoffnung sind inhärente Elemente, nicht zu vermeiden. SDM-Richtlinien berücksichtigen nicht vollständig die komplexen subjektiven Belange von Patienten und Klinikern, die mit hochgradig unsicheren Terrains navigieren. Pragmatistische Ideale (Anerkennung von Unsicherheit, interaktive Sinnbildung) sind fundamental.;"Dänemark, europäisches System; Qualitative Befunde zu SDM-Implementierung unter Unsicherheit universal.";42571051;https://pubmed.ncbi.nlm.nih.gov/42571051/
2026-08-18;Kalteis M et al.;01.07.2026;05.08.2026;Health Promot Int;2026;Fachkompetenz zum Hinterfragen von Gesundheitsinformation: Interventionen zur Förderung von Critical Health Literacy;"Systematische Übersicht identifizierte 81 Publikationen mit 53 Interventionen zur Förderung kritischer Gesundheitskompetenz (CHL); Schwerpunkt lag auf Appraisal-Fähigkeiten für informierte Entscheidungen in Bildungseinrichtungen.";"53 Interventionen in 19 Ländern, überwiegend in Schulen und Universitäten; Publikationen nahmen seit 2016 zu, Peak 2021–2025; Barrieren waren Zeitmangel, Ressourcenengpässe und hohe Anforderungen an Lehrende; Facilitators waren Leadershipsupport, Schulung und hochwertige Lernmaterialien.";"Deutschland und europäische Bildungssysteme haben vergleichbare Strukturen; Fokus auf Schulen übertragbar.";42555370;https://pubmed.ncbi.nlm.nih.gov/42555370/
2026-08-18;McCarron SA et al.;Aug. 2026;04.08.2026;Health Expect;2026;Antenatal Intervention für Impfakzeptanz entwickelt durch Einbeziehung von Eltern, Patienten und Öffentlichkeit;"Entwicklung einer pränatalen Intervention zur Verbesserung der Impfakzeptanz mittels systematischer Patientenbeteiligung (PPPIE) in Nordirland; Partnerschaft mit Maternity Service Liaison Committee, Sure Start Programmen und community outreach clinic.";"Input von Eltern und Gemeinschaften formte Inhalt, Timing und Präsentation von Impfinformation. Beteiligung zeigte: Wichtigkeit klarer, Plain-Language-Information früh in Schwangerschaft; Bedarf nach Tailoring für unterschiedliche Bedürfnisse. Arbeit über etablierte Community-Netzwerke erreichte unterrepräsentierte Gruppen; 'you said, we did'-Ansatz demonstrierte Einfluss der Beteiligung.";"Großbritannien (Nordirland), NHS-System; vergleichbarer Maternity Care und Community-Engagement.";42550057;https://pubmed.ncbi.nlm.nih.gov/42550057/
2026-08-18;Eric A et al.;Aug. 2026;30.07.2026;Health Expect;2026;Bewertung von Online-Deliberationsforen zur Patientenbeteiligung in der Datenschutzgovernance für Genomdaten;Evaluation von zwei Online-Deliberationsforen mit Krebspatienten und seltenen Erkrankungen zur Partizipation in der Governance eines Genomdaten-Archivs (GHGA).;"18 von 26 Teilnehmern (69%) zeigten signifikante Wissensgewinne (Wilcoxon p<0,05); 24/26 (96%) berichteten Zufriedenheit mit Deliberationen; 87,5% gaben positives Feedback. GHGA-Management verpflichtete sich zu 13 von 14 Empfehlungen; 7 Empfehlungen wurden implementiert. Online-Foren erreichten hohe Deliberationsqualität und beeinflussten Governance-Entscheidungen bedeutsam.";Deutschland, ähnliche Datengovernance-Strukturen und Gesundheitssystem;42530443;https://pubmed.ncbi.nlm.nih.gov/42530443/
2026-08-18;McCallion P et al.;28.07.2026;28.07.2026;BMJ Open;2026;Shared-Decision-Making für Atemwegsräumungstechniken bei Bronchiektasen: Akzeptabilitätsstudie;Qualitative Studie mit Fokusgruppen und Interviews zu Akzeptanz eines SDM-Interventionsformats für Atemwegsräumungstechnik-Auswahl bei Patienten mit Bronchiektasen im UK.;"21 Physiotherapeuten und 21 Patienten; 12 Themen identifiziert (Adhärenz, kulturelle Herausforderungen, Bildung, Empowerment, Engagement, Flexibilität, Health Literacy, Informationsüberflutung, Verständnis, Ressourcen, Präferenzunterstützung, Zeit). SDM-Intervention erscheint für beide Stakeholder-Gruppen akzeptabel; neue Faktoren für Design und Implementierung identifiziert.";Vereinigtes Königreich (NHS), ähnliches sekundärärztliches Versorgungssystem;42521311;https://pubmed.ncbi.nlm.nih.gov/42521311/
2026-08-18;Romeo-Cervera P et al.;10.06.2026;25.07.2026;Eur J Public Health;2026;Krebsprävention verstehen: Ungleichheiten in Prävention-Kompetenz und Awareness in der EU;"Cross-sectional Online-Befragung in 23 EU-Ländern (n = 2.312; Februar–März 2024) zur Krebsprävention-Gesundheitskompetenz (CPL), Awareness zum European Code Against Cancer (ECAC) und Assoziation mit sozialen Determinanten und digitaler Health Literacy.";"81,4% mit ausreichender CPL, aber nur 61,1% kannten den ECAC. Männer weniger wahrscheinlich ausreichend CPL als Frauen (OR 0,66; [0,49–0,89]). Unter-Universitäts-Bildung: niedrigere Odds für CPL (OR 0,50; [0,39–0,64]). Digitale Health Literacy stärkster Prädiktor: höchste Quartile 3,11-fach höhere Chancen für CPL als niedrigste (OR 3,11; [2,12–4,67]). Persönliche/familiale Krebsgeschichte erhöhte Chancen (OR 1,47; [1,10–1,94]). Persistierende Ungleichheiten nach Bildung, Geschlecht, Alter.";"Multiple europäische Länder, vergleichbare Gesundheitssysteme und Prävention; ECAC auf deutschem Markt relevant.";42501755;https://pubmed.ncbi.nlm.nih.gov/42501755/
2026-08-18;Wennstig AC et al.;23.07.2026;23.07.2026;Open Heart;2026;Verständliche Informationen über stille Atherosklerose: Effekt auf Adhärenz zu Lebensstiländerungen;Pragmatische RCT (VIPVIZA) mit 3.532 Teilnehmern aus der Västerbotten Intervention Programme in Schweden untersuchte Effekt von bildgestützten Informationen (Carotis-Ultraschall, Farbcodierung, Texte zur Atherosklerose) auf Adhärenz zu Lebensstiländerungen über 3 Jahre.;"OR für gesünderes Lebensstiländerungsindex nach 3 Jahren: 1,20 (95% CI 1,01–1,42; p = 0,03) in der Interventionsgruppe vs. Kontrolle. Keine Interaktionen für Alter, Geschlecht oder Bildung. Pictorial-basierte Information über subklinische Atherosklerose trug zu anhaltenden gesunden Gewohnheiten bei, obwohl Effekt moderat war.";"Schweden, ähnliches Versicherungssystem; Primärprävention in Bevölkerungsscreening übertragbar.";42493198;https://pubmed.ncbi.nlm.nih.gov/42493198/
2026-08-18;Schröder R et al.;21.07.2026;21.07.2026;J Med Internet Res;2026;Digitale Gesundheitskompetenz durch Mobile Lernmodule: Effektivität bei Jugendlichen und Lehrenden;RCT mit aktiver Kontrollgruppe evaluierte eine 10-minütige Mobile-Learning-Intervention zur Förderung digitaler Health Literacy (Grafikliteralität) bei Jugendlichen (14–17 Jahre) und Lehrenden in Deutschland.;"Jugendliche (n = 251 Intervention, n = 249 Kontrolle): signifikanter Interaktionseffekt nur für objektives Wissen (η²p = 0,124; p < 0,001), nicht für subjektives Wissen, Evaluierung von Zuverlässigkeit oder Relevanzbestimmung. Lehrende (n = 301/302): signifikante Effekte für subjektives Wissen (η²p = 0,051; p < 0,001), objektives Wissen (η²p = 0,177; p < 0,001) und Zuverlässigkeitsbewertung (η²p = 0,010; p = 0,01). Beide Gruppen bewerteten visuelle und pädagogische Qualität positiv. Kurzinterventionen lehren Fakten, brauchen aber umfassendere Ansätze für tiefere Digital-Health-Literacy.";"Deutschland, schulisches System; kurzmodular und digital flexible Umsetzung übertragbar.";42480063;https://pubmed.ncbi.nlm.nih.gov/42480063/
2026-08-18;Herschbach L et al.;16.07.2026;17.07.2026;JMIR Med Educ;2026;KI-simulierte Patienten für Shared-Decision-Making-Training: Machbarkeit in der Medizinerausbildung;Machbarkeitsstudie zur Erprobung von KI-gesteuerten Chat-basierten Simulationen für SDM-Training bei Medizinstudierenden und Ärzten, mit automatisiertem Feedback.;"58 Teilnehmer (22 Studierende, 34 Ärzte); Studierende zeigten höhere OPTION-12-Scores (M=28,67 vs. M=22,79; p<0,001). Übereinstimmung AI/Human-Bewertung hoch (ICC=0,86; p<0,001), wobei AI-Ratings systematisch höher waren. 95,2% bewerteten Authentizität und Nutzen positiv. CSE zeigte leichten Rückgang post-Intervention.";Deutschland, direkt anwendbar für SDM-Training in medizinischer Ausbildung;42464795;https://pubmed.ncbi.nlm.nih.gov/42464795/
2026-08-18;Michiels L et al.;09.07.2026;15.07.2026;Patient Educ Couns;2026;Shared Decision-Making für Lungenkrebs-Screening: Verständnis und Beteiligung vor Programmstart;Gemischte Methoden (Scoping Review von 35 Studien plus qualitative Interviews mit 22 Gesundheitsfachpersonen und 13 Screening-Kandidaten) untersuchten SDM-Implementierung für Lungenkrebs-Screening in Belgien.;"Scoping Review zeigte: SDM mit höherer Wissensgewinnung, niedrigerem Entscheidungskonflikt, mehr Zufriedenheit verbunden, aber in Praxis oft nur Informationsvermittlung, nicht echte Deliberation. Interviews: erhebliche Variation in Entscheidungsrollen; zentral waren Verständnis, Zuhörensgefühl, personalisierte Unterstützung. Barrieren: knappe Konsultationszeit, Workload, unzureichend Training, Health-Literacy-Herausforderungen.";"Belgien (Flandern), vergleichbares Versicherungssystem; Gatekeeping und Ressourcendruck europäisch ähnlich.";42456271;https://pubmed.ncbi.nlm.nih.gov/42456271/
